ID;IMPORTO;SOGGETTO;BENEFICIARIO;TIPO
3991;29745;385;508;assegno
3992;5415;716;826;assegno
3993;19035;37;995;bonifico
3994;10475;923;246;bonifico
3995;310;936;;carta di credito
3996;8850;110;228;bonifico
3997;860;333;;carta di credito
3998;390;173;724;contante
3999;24790;742;585;bonifico
4000;915;971;;carta di credito
4001;7525;829;225;bonifico
4002;16255;157;237;bonifico
4003;32180;140;387;bonifico
4004;20528;643;492;bonifico
4005;522;519;;carta di credito
4006;11995;128;351;bonifico
4007;6640;568;557;bonifico
4008;43365;587;261;assegno
4009;13540;695;929;assegno
4010;15505;386;8;assegno
4011;25910;763;53;assegno
4012;198;417;;carta di credito
4013;40680;30;399;assegno
4014;19695;568;233;bonifico
4015;7840;425;289;bonifico
4016;10735;517;783;assegno
4017;425;255;880;contante
4018;22945;316;42;bonifico
4019;14925;782;503;assegno
4020;750;91;;carta di credito
4021;16955;772;870;bonifico
4022;16675;903;863;bonifico
4023;775;591;;carta di credito
4024;16570;430;17;bonifico
4025;270;745;168;contante
4026;835;400;;carta di credito
4027;10455;767;216;bonifico
4028;31220;454;559;bonifico
4029;12945;529;502;assegno
4030;467;502;;carta di credito
4031;19406;911;128;bonifico
4032;37070;899;962;assegno
4033;42325;945;775;bonifico
4034;17015;736;557;bonifico
4035;4300;624;12;bonifico
4036;5238;593;623;bonifico
4037;525;534;;carta di credito
4038;7110;525;350;bonifico
4039;37530;726;539;assegno
4040;464;387;;carta di credito
4041;245;829;124;contante
4042;29381;527;193;bonifico
4043;4647;594;315;assegno
4044;10160;84;89;bonifico
4045;7785;797;759;bonifico
4046;7462;119;453;bonifico
4047;38050;348;131;assegno
4048;17195;586;810;bonifico
4049;460;877;308;contante
4050;28066;952;57;bonifico
4051;17490;860;99;bonifico
4052;10610;8;735;bonifico
4053;46585;485;558;bonifico
4054;1225;884;;carta di credito
4055;1233;246;;carta di credito
4056;310;904;;carta di credito
4057;295;607;;carta di credito
4058;33785;384;878;assegno
4059;54895;873;55;bonifico
4060;7825;191;149;bonifico
4061;280;62;;carta di credito
4062;330;492;269;contante
4063;380;563;;carta di credito
4064;1860;592;505;assegno
4065;12690;419;451;bonifico
4066;27990;603;27;assegno
4067;9799;313;102;bonifico
4068;8135;401;108;bonifico
4069;6792;55;146;assegno
4070;530;443;;carta di credito
4071;940;317;;carta di credito
4072;10797;318;174;bonifico
4073;490;988;;carta di credito
4074;985;535;;carta di credito
4075;7545;520;262;assegno
4076;530;573;;carta di credito
4077;835;303;;carta di credito
4078;19880;320;604;assegno
4079;3555;324;947;bonifico
4080;38525;10;365;assegno
4081;19875;179;303;bonifico
4082;9607;850;13;bonifico
4083;10450;879;342;assegno
4084;12285;190;234;bonifico
4085;17330;962;724;bonifico
4086;4545;512;646;bonifico
4087;25370;993;983;bonifico
4088;6485;179;515;bonifico
4089;15330;91;543;assegno
4090;4425;966;625;bonifico
4091;19575;900;475;bonifico
4092;9630;34;537;bonifico
4093;21624;955;684;assegno
4094;435;539;;carta di credito
4095;625;419;;carta di credito
4096;535;867;;carta di credito
4097;6735;311;245;bonifico
4098;205;747;;carta di credito
4099;423;394;;carta di credito
4100;9165;429;6;assegno
4101;14790;125;602;bonifico
4102;21950;736;985;bonifico
4103;450;941;;carta di credito
4104;7460;436;710;bonifico
4105;46045;379;167;bonifico
4106;828;940;;carta di credito
4107;1430;873;216;assegno
4108;9045;642;826;assegno
4109;3110;185;110;assegno
4110;266;348;;carta di credito
4111;27650;573;147;bonifico
4112;280;797;;carta di credito
4113;880;639;;carta di credito
4114;5625;736;310;assegno
4115;6510;264;803;bonifico
4116;31260;590;569;assegno
4117;405;273;;carta di credito
4118;150;66;220;contante
4119;13225;808;774;bonifico
4120;4495;936;185;assegno
4121;236;77;216;contante
4122;40645;227;734;assegno
4123;31410;549;4;bonifico
4124;8365;478;550;bonifico
4125;860;289;;carta di credito
4126;515;760;;carta di credito
4127;19625;650;589;bonifico
4128;6360;18;802;assegno
4129;135;53;713;contante
4130;10910;957;826;bonifico
4131;630;211;;carta di credito
4132;33114;67;97;assegno
4133;42770;424;131;assegno
4134;450;608;;carta di credito
4135;13655;82;822;bonifico
4136;14285;773;642;bonifico
4137;18035;822;798;assegno
4138;21640;172;403;bonifico
4139;585;391;;carta di credito
4140;205;943;;carta di credito
4141;9125;664;286;assegno
4142;245;3;713;contante
4143;16570;438;91;bonifico
4144;10025;956;50;assegno
4145;49045;40;212;bonifico
4146;780;216;;carta di credito
4147;59715;110;921;assegno
4148;750;61;;carta di credito
4149;25600;587;963;assegno
4150;39265;963;840;assegno
4151;20445;363;465;bonifico
4152;27860;772;891;assegno
4153;26050;821;559;bonifico
4154;8795;182;285;bonifico
4155;10803;919;141;assegno
4156;220;686;97;contante
4157;640;866;;carta di credito
4158;16897;907;976;bonifico
4159;400;546;;carta di credito
4160;6367;674;9;bonifico
4161;560;491;244;contante
4162;16600;741;372;bonifico
4163;655;689;;carta di credito
4164;19340;2;12;bonifico
4165;18035;571;551;bonifico
4166;10345;212;138;assegno
4167;30245;54;621;assegno
4168;27383;592;541;bonifico
4169;28835;533;902;bonifico
4170;19645;464;97;bonifico
4171;14520;307;183;assegno
4172;3935;561;536;bonifico
4173;18675;17;620;bonifico
4174;58185;98;596;assegno
4175;230;563;;carta di credito
4176;17225;155;45;assegno
4177;620;154;;carta di credito
4178;605;34;865;contante
4179;34195;895;372;assegno
4180;2635;915;885;bonifico
4181;18165;27;514;assegno
4182;285;318;;carta di credito
4183;6775;344;759;assegno
4184;415;11;;carta di credito
4185;11340;747;332;bonifico
4186;1780;91;674;assegno
4187;24704;820;376;bonifico
4188;33393;472;22;bonifico
4189;95770;292;214;assegno
4190;12610;494;911;assegno
4191;985;667;;carta di credito
4192;8110;275;260;bonifico
4193;16240;310;891;bonifico
4194;35515;766;827;assegno
4195;30105;672;319;bonifico
4196;2570;3;;carta di credito
4197;237;344;27;contante
4198;17835;139;717;assegno
4199;2870;385;339;bonifico
4200;11440;909;332;bonifico
4201;955;801;;carta di credito
4202;16705;553;288;assegno
4203;25225;609;451;assegno
4204;12025;968;268;bonifico
4205;32025;623;322;bonifico
4206;6970;502;708;assegno
4207;325;795;426;contante
4208;16915;121;371;assegno
4209;240;656;;carta di credito
4210;6715;729;85;bonifico
4211;20831;897;901;bonifico
4212;23790;791;301;assegno
4213;14830;579;527;bonifico
4214;18725;561;130;assegno
4215;29186;535;167;assegno
4216;485;1;176;contante
4217;33606;152;717;assegno
4218;33810;36;30;bonifico
4219;385;779;308;contante
4220;12615;617;484;bonifico
4221;8790;619;987;bonifico
4222;25723;921;407;bonifico
4223;820;444;;carta di credito
4224;29398;674;117;assegno
4225;1685;956;;carta di credito
4226;10625;426;427;assegno
4227;14245;197;425;assegno
4228;27085;846;448;assegno
4229;14720;233;571;bonifico
4230;645;185;;carta di credito
4231;8481;129;842;assegno
4232;18676;920;448;assegno
4233;1325;267;;carta di credito
4234;6155;944;782;assegno
4235;919;393;;carta di credito
4236;17010;461;673;assegno
4237;21790;355;585;assegno
4238;455;528;;carta di credito
4239;8348;666;662;bonifico
4240;14685;963;903;bonifico
4241;630;128;;carta di credito
4242;628;306;;carta di credito
4243;6790;499;590;bonifico
4244;27091;70;915;bonifico
4245;670;925;;carta di credito
4246;380;609;958;contante
4247;170;919;381;contante
4248;9365;693;362;bonifico
4249;11520;644;733;assegno
4250;15725;324;326;bonifico
4251;1020;9;;carta di credito
4252;20920;372;949;bonifico
4253;15015;475;492;bonifico
4254;29270;693;458;assegno
4255;250;967;;carta di credito
4256;14185;842;976;bonifico
4257;380;456;;carta di credito
4258;25425;570;452;assegno
4259;22195;432;512;assegno
4260;17320;189;27;assegno
4261;6650;885;147;bonifico
4262;21375;580;110;bonifico
4263;23353;247;980;bonifico
4264;18340;505;331;bonifico
4265;8335;681;40;assegno
4266;24960;317;515;bonifico
4267;140;243;;carta di credito
4268;55150;405;83;bonifico
4269;628;423;;carta di credito
4270;115;887;;carta di credito
4271;750;979;;carta di credito
4272;6095;182;245;assegno
4273;38030;448;130;assegno
4274;15005;242;103;bonifico
4275;25860;402;378;bonifico
4276;443;158;;carta di credito
4277;8933;533;101;assegno
4278;29135;900;449;bonifico
4279;3355;237;406;bonifico
4280;25890;481;63;assegno
4281;9794;416;86;assegno
4282;26795;357;809;bonifico
4283;27340;501;268;bonifico
4284;25490;862;103;bonifico
4285;27975;233;980;assegno
4286;23405;806;680;assegno
4287;22025;579;794;bonifico
4288;12740;278;75;bonifico
4289;7255;210;8;bonifico
4290;675;140;;carta di credito
4291;2940;249;652;bonifico
4292;1250;33;896;bonifico
4293;255;772;744;contante
4294;21360;613;23;assegno
4295;680;915;;carta di credito
4296;16545;318;162;bonifico
4297;13520;774;916;assegno
4298;9145;699;504;bonifico
4299;640;481;;carta di credito
4300;1085;604;;carta di credito
4301;31550;378;548;bonifico
4302;14831;132;491;assegno
4303;322;539;;carta di credito
4304;305;645;160;contante
4305;26218;438;867;assegno
4306;145;363;580;contante
4307;6945;318;649;bonifico
4308;21580;144;385;assegno
4309;13455;602;554;bonifico
4310;20250;729;492;bonifico
4311;18625;755;100;assegno
4312;15280;190;833;assegno
4313;20800;548;734;bonifico
4314;17200;806;257;assegno
4315;19755;271;575;bonifico
4316;885;172;;carta di credito
4317;9567;92;869;assegno
4318;370;925;429;contante
4319;22440;205;158;bonifico
4320;3610;412;823;bonifico
4321;25155;507;723;bonifico
4322;18100;133;629;assegno
4323;14140;530;773;bonifico
4324;9820;49;44;assegno
4325;24395;988;360;bonifico
4326;17725;116;19;bonifico
4327;49860;284;354;assegno
4328;4746;617;690;assegno
4329;140;501;;carta di credito
4330;9155;679;842;bonifico
4331;20235;476;594;bonifico
4332;6916;594;683;assegno
4333;35510;752;787;bonifico
4334;180;683;;carta di credito
4335;690;952;;carta di credito
4336;17480;856;390;bonifico
4337;510;588;884;contante
4338;12885;729;735;bonifico
4339;295;430;686;contante
4340;13010;686;528;bonifico
4341;11085;491;118;bonifico
4342;23510;926;316;assegno
4343;27206;889;670;assegno
4344;505;395;563;contante
4345;6465;776;524;bonifico
4346;6330;741;888;assegno
4347;215;341;135;contante
4348;19605;644;215;bonifico
4349;35260;927;287;bonifico
4350;19510;29;325;assegno
4351;9466;34;214;bonifico
4352;4755;143;4;assegno
4353;1110;504;;carta di credito
4354;13405;665;675;bonifico
4355;285;736;287;contante
4356;195;251;;carta di credito
4357;25360;48;132;bonifico
4358;13175;533;563;bonifico
4359;230;696;101;contante
4360;665;686;;carta di credito
4361;275;706;;carta di credito
4362;1001;367;;carta di credito
4363;720;116;;carta di credito
4364;37475;358;371;bonifico
4365;23355;749;548;bonifico
4366;1740;907;;carta di credito
4367;5565;313;575;bonifico
4368;60720;728;35;bonifico
4369;1205;472;;carta di credito
4370;31790;544;743;assegno
4371;4074;532;763;bonifico
4372;2425;837;704;bonifico
4373;11835;288;160;assegno
4374;13300;485;125;bonifico
4375;1022;639;;carta di credito
4376;205;458;;carta di credito
4377;1960;502;;carta di credito
4378;1470;88;869;assegno
4379;9890;755;470;bonifico
4380;27500;680;396;assegno
4381;1930;544;652;assegno
4382;11405;387;717;bonifico
4383;665;601;;carta di credito
4384;13185;862;75;bonifico
4385;450;322;;carta di credito
4386;38334;363;18;bonifico
4387;7845;63;354;assegno
4388;38070;617;233;bonifico
4389;256;176;28;contante
4390;3050;434;845;bonifico
4391;960;669;;carta di credito
4392;15285;603;270;bonifico
4393;17845;778;597;assegno
4394;4525;501;33;assegno
4395;27425;243;963;assegno
4396;670;656;;carta di credito
4397;625;372;343;contante
4398;40100;290;626;assegno
4399;15285;617;305;assegno
4400;11360;690;793;assegno
4401;730;824;;carta di credito
4402;268;678;;carta di credito
4403;23720;503;735;assegno
4404;18235;206;151;assegno
4405;18012;373;923;bonifico
4406;595;790;;carta di credito
4407;21515;3;823;bonifico
4408;1180;869;;carta di credito
4409;490;453;;carta di credito
4410;20800;75;654;bonifico
4411;18475;303;375;assegno
4412;32210;897;973;assegno
4413;5730;36;282;assegno
4414;38320;587;962;assegno
4415;27130;675;703;assegno
4416;425;829;916;contante
4417;10320;167;148;bonifico
4418;16540;586;161;assegno
4419;420;345;209;contante
4420;6930;617;886;bonifico
4421;6950;455;108;bonifico
4422;35490;664;507;bonifico
4423;350;354;;carta di credito
4424;18657;548;439;assegno
4425;13985;988;947;assegno
4426;55635;156;924;assegno
4427;34415;261;301;bonifico
4428;32070;921;333;assegno
4429;455;527;;carta di credito
4430;39845;398;437;bonifico
4431;6330;804;589;assegno
4432;6560;845;244;assegno
4433;665;4;;carta di credito
4434;340;532;402;contante
4435;1445;280;;carta di credito
4436;5940;648;119;assegno
4437;17665;666;185;assegno
4438;39748;401;649;bonifico
4439;5325;67;574;assegno
4440;1180;307;684;assegno
4441;8225;421;596;assegno
4442;6900;363;777;bonifico
4443;5375;162;516;bonifico
4444;865;342;;carta di credito
4445;39595;333;503;bonifico
4446;8310;485;77;bonifico
4447;500;96;;carta di credito
4448;670;242;;carta di credito
4449;9930;918;127;bonifico
4450;26000;35;327;assegno
4451;415;929;;carta di credito
4452;2394;344;990;assegno
4453;18340;360;588;assegno
4454;13060;64;301;assegno
4455;205;797;125;contante
4456;14490;869;593;bonifico
4457;20865;630;946;bonifico
4458;220;125;448;contante
4459;15015;479;3;bonifico
4460;13995;450;524;bonifico
4461;425;283;;carta di credito
4462;228;684;666;contante
4463;19500;832;264;bonifico
4464;668;252;;carta di credito
4465;17902;84;198;bonifico
4466;342;387;;carta di credito
4467;13505;327;655;bonifico
4468;125;677;503;contante
4469;5406;773;137;bonifico
4470;485;966;656;contante
4471;1680;694;236;bonifico
4472;51980;443;826;bonifico
4473;15480;3;884;assegno
4474;10475;786;908;bonifico
4475;1250;532;;carta di credito
4476;16910;575;876;assegno
4477;14445;88;656;bonifico
4478;1015;56;;carta di credito
4479;12748;528;465;bonifico
4480;21810;963;131;bonifico
4481;19855;465;138;bonifico
4482;29975;663;870;assegno
4483;2065;775;65;assegno
4484;350;506;;carta di credito
4485;763;966;;carta di credito
4486;12515;312;39;assegno
4487;575;969;;carta di credito
4488;19555;586;206;assegno
4489;7494;552;800;assegno
4490;31445;939;47;bonifico
4491;13940;368;330;assegno
4492;175;868;438;contante
4493;290;549;565;contante
4494;5965;460;543;bonifico
4495;8212;84;202;assegno
4496;19040;772;231;assegno
4497;14050;261;378;bonifico
4498;28511;691;519;bonifico
4499;1020;248;;carta di credito
4500;1200;530;;carta di credito
4501;910;285;;carta di credito
4502;10785;546;125;bonifico
4503;36723;611;521;assegno
4504;9165;138;850;bonifico
4505;1143;903;;carta di credito
4506;7305;247;257;assegno
4507;32455;809;993;bonifico
4508;40270;918;781;assegno
4509;25390;472;871;bonifico
4510;405;508;;carta di credito
4511;5025;355;534;bonifico
4512;460;755;;carta di credito
4513;740;470;;carta di credito
4514;13535;986;558;assegno
4515;11170;18;533;bonifico
4516;1258;435;;carta di credito
4517;16955;505;354;assegno
4518;27680;260;142;bonifico
4519;29340;993;788;bonifico
4520;14845;491;725;assegno
4521;180;479;620;contante
4522;9410;985;319;bonifico
4523;34730;140;664;assegno
4524;11975;363;764;bonifico
4525;32875;620;254;bonifico
4526;11720;566;746;bonifico
4527;9840;37;12;assegno
4528;38365;600;453;assegno
4529;24690;686;692;bonifico
4530;23710;741;938;bonifico
4531;25015;739;432;bonifico
4532;10945;49;268;bonifico
4533;19385;826;665;bonifico
4534;18045;940;901;assegno
4535;33095;524;957;bonifico
4536;13195;252;291;bonifico
4537;1500;450;;carta di credito
4538;38910;592;61;bonifico
4539;615;426;;carta di credito
4540;11121;239;934;bonifico
4541;815;601;;carta di credito
4542;12460;106;640;assegno
4543;220;118;397;contante
4544;1114;248;;carta di credito
4545;7525;190;505;bonifico
4546;7275;307;220;bonifico
4547;6623;199;776;bonifico
4548;775;697;;carta di credito
4549;520;962;;carta di credito
4550;16085;858;52;bonifico
4551;10670;311;94;assegno
4552;40931;275;850;bonifico
4553;31125;127;310;assegno
4554;435;613;204;contante
4555;14351;941;591;assegno
4556;185;751;659;contante
4557;146;749;980;contante
4558;900;70;;carta di credito
4559;315;25;;carta di credito
4560;820;194;;carta di credito
4561;670;547;63;contante
4562;9435;384;269;bonifico
4563;1695;469;911;bonifico
4564;16115;523;779;bonifico
4565;500;850;;carta di credito
4566;31540;325;500;bonifico
4567;960;232;;carta di credito
4568;12055;321;680;bonifico
4569;475;4;;carta di credito
4570;270;303;;carta di credito
4571;9190;747;145;bonifico
4572;810;151;;carta di credito
4573;22070;736;621;bonifico
4574;1260;804;;carta di credito
4575;5610;549;756;bonifico
4576;9360;790;2;bonifico
4577;8575;823;349;bonifico
4578;13430;787;202;assegno
4579;14810;820;840;assegno
4580;12500;321;673;bonifico
4581;14370;505;785;bonifico
4582;275;573;2;contante
4583;23835;313;230;bonifico
4584;1870;41;;carta di credito
4585;27945;553;615;bonifico
4586;20535;287;45;assegno
4587;950;184;829;assegno
4588;885;379;;carta di credito
4589;180;706;;carta di credito
4590;140;230;;carta di credito
4591;545;36;725;contante
4592;1905;289;585;bonifico
4593;3000;93;;carta di credito
4594;9765;952;519;bonifico
4595;24097;49;543;assegno
4596;31475;377;479;bonifico
4597;195;693;;carta di credito
4598;23675;276;898;assegno
4599;9590;247;214;bonifico
4600;36850;863;588;bonifico
4601;19085;273;528;assegno
4602;850;282;;carta di credito
4603;1010;331;;carta di credito
4604;19433;906;655;assegno
4605;910;499;;carta di credito
4606;15655;412;173;assegno
4607;11307;816;548;assegno
4608;12225;320;856;bonifico
4609;23405;68;762;bonifico
4610;455;642;;carta di credito
4611;395;769;;carta di credito
4612;19805;942;26;assegno
4613;1720;154;;carta di credito
4614;5225;747;976;assegno
4615;140;665;;carta di credito
4616;13000;638;192;bonifico
4617;3840;710;348;bonifico
4618;190;781;263;contante
4619;16085;979;973;assegno
4620;99995;276;291;assegno
4621;120;373;313;contante
4622;42930;464;762;assegno
4623;14545;912;562;bonifico
4624;24189;572;553;assegno
4625;7060;202;283;assegno
4626;15385;137;285;assegno
4627;1060;908;;carta di credito
4628;303;5;877;contante
4629;5680;558;843;assegno
4630;14515;858;780;bonifico
4631;695;420;;carta di credito
4632;11765;909;979;assegno
4633;4635;625;968;bonifico
4634;337;99;;carta di credito
4635;30895;91;582;bonifico
4636;310;498;;carta di credito
4637;432;14;766;contante
4638;6460;18;106;bonifico
4639;44020;966;528;bonifico
4640;8235;56;247;assegno
4641;425;34;;carta di credito
4642;220;735;481;contante
4643;456;68;;carta di credito
4644;22210;5;974;bonifico
4645;17610;40;269;bonifico
4646;300;880;387;contante
4647;22850;776;117;assegno
4648;21567;334;653;bonifico
4649;760;435;;carta di credito
4650;5180;941;537;assegno
4651;16110;263;20;assegno
4652;8435;494;448;bonifico
4653;3290;962;703;bonifico
4654;9917;667;829;assegno
4655;16840;362;530;assegno
4656;920;594;;carta di credito
4657;27987;30;409;bonifico
4658;10610;30;884;bonifico
4659;9553;563;23;bonifico
4660;8305;77;826;assegno
4661;130;325;815;contante
4662;725;228;;carta di credito
4663;20800;378;261;bonifico
4664;11480;898;793;assegno
4665;14855;254;433;assegno
4666;1313;744;;carta di credito
4667;750;509;;carta di credito
4668;11995;995;465;assegno
4669;635;214;;carta di credito
4670;28450;465;880;assegno
4671;16955;753;256;bonifico
4672;13670;728;514;assegno
4673;520;962;343;bonifico
4674;847;975;;carta di credito
4675;289;598;101;contante
4676;14025;307;602;bonifico
4677;470;940;;carta di credito
4678;12385;464;135;bonifico
4679;19110;48;853;assegno
4680;220;481;588;contante
4681;984;281;;carta di credito
4682;705;235;385;contante
4683;370;99;;carta di credito
4684;6040;194;521;bonifico
4685;230;179;264;contante
4686;930;869;;carta di credito
4687;525;688;;carta di credito
4688;20781;922;945;bonifico
4689;8515;832;548;bonifico
4690;296;794;;carta di credito
4691;21025;676;560;bonifico
4692;31820;528;662;assegno
4693;12999;919;868;bonifico
4694;7145;426;807;bonifico
4695;1005;934;;carta di credito
4696;40465;508;535;bonifico
4697;21380;574;569;assegno
4698;1330;314;;carta di credito
4699;355;587;;carta di credito
4700;7490;1000;234;bonifico
4701;3819;587;588;bonifico
4702;30435;498;52;assegno
4703;45390;116;104;bonifico
4704;850;509;;carta di credito
4705;350;798;378;contante
4706;13195;325;470;bonifico
4707;9655;68;169;assegno
4708;925;950;248;contante
4709;900;944;;carta di credito
4710;11365;956;341;bonifico
4711;17345;239;822;bonifico
4712;30505;579;619;assegno
4713;21770;696;194;assegno
4714;27600;539;270;assegno
4715;280;978;;carta di credito
4716;10245;919;908;bonifico
4717;8605;356;57;assegno
4718;26500;21;919;bonifico
4719;7295;985;533;bonifico
4720;155;651;224;contante
4721;27500;318;635;bonifico
4722;30355;642;255;assegno
4723;8855;801;778;assegno
4724;1376;362;;carta di credito
4725;385;899;298;contante
4726;20255;790;654;bonifico
4727;23365;701;15;bonifico
4728;650;858;;carta di credito
4729;3381;976;604;bonifico
4730;13205;733;562;bonifico
4731;24765;693;68;assegno
4732;11472;697;196;assegno
4733;205;200;;carta di credito
4734;6254;880;726;bonifico
4735;10399;887;64;bonifico
4736;444;138;;carta di credito
4737;12425;551;225;bonifico
4738;125;424;241;contante
4739;745;243;;carta di credito
4740;11423;697;743;assegno
4741;535;207;;carta di credito
4742;18745;974;610;bonifico
4743;60620;926;842;bonifico
4744;12570;244;630;assegno
4745;34425;378;548;assegno
4746;6960;545;431;bonifico
4747;240;272;;carta di credito
4748;2015;317;835;bonifico
4749;13060;563;391;assegno
4750;28175;481;407;bonifico
4751;248;41;8;contante
4752;3120;620;551;assegno
4753;10255;715;249;bonifico
4754;502;662;;carta di credito
4755;625;172;946;contante
4756;16110;242;338;bonifico
4757;220;190;;carta di credito
4758;37365;499;580;bonifico
4759;8120;891;792;bonifico
4760;25345;959;916;assegno
4761;56540;466;408;assegno
4762;7810;710;663;bonifico
4763;26675;506;580;bonifico
4764;24500;432;67;bonifico
4765;1035;64;;carta di credito
4766;12590;708;420;bonifico
4767;9615;855;337;bonifico
4768;12730;988;598;bonifico
4769;205;574;;carta di credito
4770;445;611;;carta di credito
4771;15320;501;595;bonifico
4772;705;195;;carta di credito
4773;10265;589;59;assegno
4774;468;506;;carta di credito
4775;520;3;;carta di credito
4776;9940;428;99;bonifico
4777;4739;957;869;bonifico
4778;1120;998;;carta di credito
4779;150;129;125;contante
4780;19130;841;123;bonifico
4781;16655;449;241;assegno
4782;596;523;503;contante
4783;22500;277;52;assegno
4784;940;483;;carta di credito
4785;23580;613;349;assegno
4786;1159;862;;carta di credito
4787;825;407;;carta di credito
4788;9910;825;348;assegno
4789;9280;960;965;assegno
4790;18585;170;599;bonifico
4791;7765;660;817;bonifico
4792;5181;235;513;assegno
4793;16765;706;328;assegno
4794;40085;646;129;bonifico
4795;631;777;968;contante
4796;103;729;;carta di credito
4797;20590;952;243;assegno
4798;9135;917;961;assegno
4799;10600;801;668;bonifico
4800;5960;757;942;bonifico
4801;24270;822;492;bonifico
4802;17145;666;765;bonifico
4803;43286;564;489;assegno
4804;15920;737;321;bonifico
4805;73078;39;380;bonifico
4806;5145;501;557;bonifico
4807;19680;147;112;bonifico
4808;5905;583;270;assegno
4809;12841;662;252;bonifico
4810;11515;83;264;bonifico
4811;23875;834;705;bonifico
4812;23166;393;380;bonifico
4813;9515;849;15;bonifico
4814;18235;800;146;assegno
4815;25742;691;805;bonifico
4816;1775;880;543;assegno
4817;210;809;;carta di credito
4818;195;715;;carta di credito
4819;395;330;294;contante
4820;29200;439;308;assegno
4821;460;527;248;contante
4822;11314;722;521;bonifico
4823;175;491;108;contante
4824;23600;595;828;assegno
4825;16040;25;155;bonifico
4826;953;891;;carta di credito
4827;8090;886;669;bonifico
4828;42364;159;893;bonifico
4829;29750;796;15;bonifico
4830;32255;624;588;assegno
4831;415;21;;carta di credito
4832;22785;8;248;bonifico
4833;3270;682;2;bonifico
4834;265;670;;carta di credito
4835;7170;767;372;bonifico
4836;29390;125;41;bonifico
4837;10660;40;1000;assegno
4838;13020;531;13;assegno
4839;5290;8;715;assegno
4840;595;809;;carta di credito
4841;290;95;;carta di credito
4842;7570;375;228;assegno
4843;18060;815;931;assegno
4844;43620;700;192;bonifico
4845;8615;638;149;bonifico
4846;7825;535;362;bonifico
4847;11735;462;835;assegno
4848;28347;884;534;bonifico
4849;14125;868;124;bonifico
4850;8060;657;475;bonifico
4851;465;206;;carta di credito
4852;265;697;;carta di credito
4853;3995;543;310;bonifico
4854;6030;730;907;bonifico
4855;15695;822;95;bonifico
4856;28025;597;257;bonifico
4857;560;204;;carta di credito
4858;560;290;982;contante
4859;26515;118;476;bonifico
4860;17765;966;553;bonifico
4861;7200;843;295;bonifico
4862;135;639;919;contante
4863;255;766;220;contante
4864;21355;307;361;assegno
4865;48926;761;453;assegno
4866;200;690;;carta di credito
4867;16860;395;855;bonifico
4868;11460;184;745;bonifico
4869;32691;316;836;assegno
4870;860;139;;carta di credito
4871;510;535;;carta di credito
4872;23310;553;104;bonifico
4873;580;72;;carta di credito
4874;13755;475;271;bonifico
4875;28450;70;169;bonifico
4876;25980;674;926;bonifico
4877;5545;899;460;bonifico
4878;25340;77;962;assegno
4879;152;203;437;contante
4880;5578;173;597;assegno
4881;21260;318;246;assegno
4882;23265;184;20;assegno
4883;700;457;;carta di credito
4884;20400;749;7;assegno
4885;2590;149;286;bonifico
4886;48340;856;418;bonifico
4887;16690;45;557;bonifico
4888;6840;138;323;assegno
4889;5581;461;256;bonifico
4890;280;774;;carta di credito
4891;8391;164;515;bonifico
4892;10150;926;443;bonifico
4893;15350;808;439;bonifico
4894;255;357;;carta di credito
4895;7765;868;17;bonifico
4896;10790;28;591;bonifico
4897;5606;900;769;assegno
4898;12005;218;487;bonifico
4899;365;342;;carta di credito
4900;670;842;;carta di credito
4901;13325;217;650;assegno
4902;14860;166;339;bonifico
4903;22985;593;415;bonifico
4904;180;495;;carta di credito
4905;755;1;;carta di credito
4906;11545;798;594;assegno
4907;37015;347;199;bonifico
4908;12160;18;905;assegno
4909;13955;710;322;bonifico
4910;33600;5;652;assegno
4911;30380;57;890;bonifico
4912;45254;569;60;assegno
4913;340;190;;carta di credito
4914;13980;511;75;bonifico
4915;31187;763;640;assegno
4916;8540;440;601;bonifico
4917;150;56;;carta di credito
4918;226;377;349;contante
4919;1055;50;;carta di credito
4920;38397;555;550;assegno
4921;1070;129;;carta di credito
4922;30900;367;798;bonifico
4923;3415;602;288;bonifico
4924;1115;627;;carta di credito
4925;23255;796;559;bonifico
4926;9030;233;750;assegno
4927;14810;708;976;bonifico
4928;5240;829;252;bonifico
4929;735;708;;carta di credito
4930;24403;258;290;assegno
4931;24560;567;107;assegno
4932;575;480;;carta di credito
4933;32465;464;254;assegno
4934;6705;413;9;assegno
4935;405;579;638;contante
4936;16320;216;208;assegno
4937;525;692;;carta di credito
4938;22845;200;500;bonifico
4939;705;895;;carta di credito
4940;505;681;;carta di credito
4941;24565;559;371;bonifico
4942;16845;487;379;bonifico
4943;345;405;979;contante
4944;600;829;;carta di credito
4945;18080;722;639;assegno
4946;660;140;;carta di credito
4947;13230;868;583;assegno
4948;10660;804;262;bonifico
4949;3645;644;824;bonifico
4950;560;82;;carta di credito
4951;2620;530;824;assegno
4952;135;949;;carta di credito
4953;10235;697;453;bonifico
4954;9395;25;600;bonifico
4955;18530;745;349;bonifico
4956;639;565;;carta di credito
4957;7395;39;729;assegno
4958;26182;148;915;bonifico
4959;25735;142;740;bonifico
4960;5650;139;998;bonifico
4961;23080;9;693;bonifico
4962;18980;954;583;bonifico
4963;210;182;515;contante
4964;3715;23;199;bonifico
4965;25445;108;930;bonifico
4966;9440;369;803;assegno
4967;39055;273;101;assegno
4968;10355;801;508;assegno
